Track,Driver,Stint,Lap,LapTime_s,Mean_TotalG,Std_TotalG,Max_TotalG,Mean_Speed_KPH,Mean_Throttle_Pct,Mean_Brake_Pct,Session
summit_point,Driver B,stint_1,9,80.31666666659362,0.7649000787045042,0.5414378947372863,1.8478060816700734,143.44244787350732,79.03752346821632,6.222378290924959,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,10,79.96666666659394,0.7588139924565572,0.5473111222606489,1.8963690530391089,143.5848718808924,79.4740733555587,6.654552256980157,Driver B | summit_point | stint_1
summit_point,Driver B,stint_1,11,80.06666666659385,0.7693281760943309,0.5380716870907184,1.8816316522869134,143.62561811480884,78.69061080574151,6.337948763899556,Driver B | summit_point | stint_1
summit_point,Driver C,stint_1,3,83.95000000000422,0.6992684595427776,0.5039927689090219,1.718485921589649,136.9204093696817,72.69514563835673,6.823955336229716,Driver C | summit_point | stint_1
summit_point,Driver C,stint_1,4,83.74999999992383,0.7140120778590335,0.5019487189714592,1.8148683189789785,137.50117345810696,70.40022224685106,5.674542533599731,Driver C | summit_point | stint_1
summit_point,Driver C,stint_1,5,83.36666666659085,0.7244794946368681,0.5108465620874463,1.872862735336941,138.19350524039214,71.74009417085315,5.889332878327788,Driver C | summit_point | stint_1
summit_point,Driver C,stint_1,6,82.49999999992502,0.726511643727842,0.5175231800912662,1.76873252973803,139.2798172120324,73.66593470851012,6.262565729180456,Driver C | summit_point | stint_1
summit_point,Driver C,stint_2,2,83.65000000006651,0.7068455510044739,0.5084650592181593,1.8628238567592277,137.9014401640265,72.29007554268817,6.493230156869019,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,3,82.7833333333173,0.72339871310493,0.5173952450352166,1.786938987436282,139.1698093988009,74.25018704021194,6.8500588969845015,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,4,82.61666666659153,0.7316627335880513,0.5142609099244474,1.7651419803456458,139.28782293108543,75.42827218873053,6.488274142402839,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,5,86.39999999992148,0.7279384540586065,0.5019656398152889,1.7474450865591207,133.77897268268796,73.27533422079638,5.754879057135833,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,6,82.2833333332585,0.7352856416163454,0.5160781095562089,1.7581834840481507,139.90686643375662,74.84607284163162,6.073208255598072,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,7,80.94999999992638,0.7683561732835859,0.5339231749055469,1.8296128921596713,142.18522322898687,75.56175723565823,6.038639131164089,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,8,82.68333333325813,0.7394290588252237,0.5301295722418412,1.8430350727700888,139.6392951430152,75.4370228029135,6.276063032547225,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,9,81.71666666659235,0.7448825434362988,0.537101079332238,1.8388418047320503,140.9541840004104,76.94433705075447,6.475563472514588,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,10,82.33333333325845,0.7323608221704812,0.5252568534146399,1.838205125925021,140.12347396822793,72.64946558622259,4.924993470032767,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,11,82.04999999992538,0.7367764137442253,0.5293779244704679,1.8253658885917246,140.22071731948543,74.96168605488563,5.878067892184746,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,12,81.46666666659269,0.7520706487057921,0.5296313082100564,1.8252592962258387,141.2228613770942,74.94742739703247,5.782001812661919,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,13,82.96666666659121,0.7445348042635016,0.5249546958819203,1.7862778800186356,139.14947044846045,75.49008102719523,6.32400739884992,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,14,84.88333333325613,0.7269013157579537,0.503075076363966,1.7382713493248423,136.84102321126016,75.08286527067483,6.726795430440517,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,15,84.38333333325659,0.7408447810202012,0.5165236995548279,1.7633411187130532,136.56716651509726,72.89830617766918,5.309018945994277,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,16,81.96666666659212,0.7555846959777448,0.5340424654624439,1.762976866703384,140.61635210673532,74.35117719308167,5.648145866169931,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,17,85.033333333256,0.7408392356919152,0.5095664374436253,1.759932929436186,135.60228408194513,72.84771257122388,5.936211379157869,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,18,81.13333333325954,0.741859556549574,0.5417037474877668,1.810716834313148,141.90651946288162,72.40261084647437,5.067507409852921,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,19,81.11666666659289,0.7471337110388445,0.5280160326063972,1.8236229721615387,142.06004306884114,76.37266771892838,6.11443559717069,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,20,83.54999999992401,0.771085465185317,0.5258438582054461,1.8243316843852133,138.1577467746073,73.06865733707068,5.622113129391703,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,21,83.76666666659048,0.7309439545731478,0.5161288726554634,1.7878065906677354,137.4095988839527,73.16485716728262,5.216625985244457,Driver C | summit_point | stint_2
summit_point,Driver C,stint_2,22,81.34999999992601,0.7624556221260578,0.5259494504614031,1.807216735933621,141.51552599243138,74.16244463967247,5.563534822167896,Driver C | summit_point | stint_2
